Kennziffer;Raumeinheit;Aggregat;Durchschnittsalter der Bevölkerung;Siedlungsdichte in km²;Studierende je 100 Einwohner 18 bis 25 Jahre;Gesamtwanderungssaldo;Haushalte mit hohem Einkommen;Erreichbarkeit von Oberzentren;Bevölkerung gesamt
"146270170";"Niederau";"verbandsfreie Gemeinde";"44.99";"1012.05";"0.00";"-6.09";"17.09";"31.78";"3938"
"146270180";"Nossen. Stadt";"verbandsfreie Gemeinde";"46.76";"856.20";"0.00";"2.22";"15.98";"29.20";"10835"
"146270200";"Priestewitz";"verbandsfreie Gemeinde";"44.00";"720.22";"0.00";"-19.38";"13.07";"39.00";"3251"
"146270210";"Radebeul. Stadt";"verbandsfreie Gemeinde";"45.73";"2759.05";"0.00";"9.27";"20.72";"18.62";"33434"
"146270220";"Radeburg. Stadt";"verbandsfreie Gemeinde";"45.94";"1093.78";"0.00";"-0.95";"16.95";"20.22";"7371"
"146270230";"Riesa. Stadt";"verbandsfreie Gemeinde";"50.23";"2003.50";"0.00";"-1.40";"15.29";"57.92";"31423"
"146270260";"Stauchitz";"verbandsfreie Gemeinde";"46.28";"1033.89";"0.00";"-20.10";"18.04";"50.03";"3135"
"146270270";"Strehla. Stadt";"verbandsfreie Gemeinde";"47.31";"1274.83";"0.00";"-1.84";"18.37";"64.79";"3814"
"146270290";"Thiendorf";"verbandsfreie Gemeinde";"44.11";"723.12";"0.00";"-0.27";"12.89";"22.99";"3679"
"146270310";"Weinböhla";"verbandsfreie Gemeinde";"46.12";"2205.31";"0.00";"3.97";"18.88";"28.44";"10066"
"146270360";"Zeithain";"verbandsfreie Gemeinde";"47.67";"590.32";"0.00";"-16.82";"17.17";"53.39";"5768"
"146275225";"Nünchritz";"Gemeindeverband";"48.42";"1183.13";"0.00";"-4.63";"16.75";"50.49";"7776"
"146275234";"Röderaue-Wülknitz";"Gemeindeverband";"47.64";"825.61";"0.00";"4.16";"12.12";"52.75";"4564"
"146275238";"Schönfeld";"Gemeindeverband";"45.52";"590.07";"0.00";"-0.22";"13.44";"27.90";"4546"
"146280050";"Bannewitz";"verbandsfreie Gemeinde";"45.54";"1993.28";"0.00";"4.49";"17.59";"11.88";"10470"
"146280060";"Dippoldiswalde. Stadt";"verbandsfreie Gemeinde";"46.94";"1471.34";"0.00";"8.00";"16.64";"24.69";"14498"
"146280100";"Dürrröhrsdorf-Dittersbach";"verbandsfreie Gemeinde";"45.69";"1134.95";"0.00";"-3.75";"18.52";"30.04";"4267"
"146280110";"Freital. Stadt";"verbandsfreie Gemeinde";"46.06";"3291.05";"0.00";"15.61";"17.15";"18.80";"39276"
"146280130";"Glashütte. Stadt";"verbandsfreie Gemeinde";"46.64";"1099.51";"0.00";"-3.20";"18.56";"32.50";"6874"
"146280160";"Heidenau. Stadt";"verbandsfreie Gemeinde";"45.65";"3260.24";"0.00";"5.76";"14.98";"20.23";"16151"
"146280190";"Hohnstein. Stadt";"verbandsfreie Gemeinde";"47.42";"921.27";"0.00";"7.58";"14.71";"46.23";"3428"
"146280220";"Kreischa";"verbandsfreie Gemeinde";"45.17";"1455.02";"0.00";"8.53";"18.20";"19.60";"4454"
"146280260";"Neustadt in Sachsen. Stadt";"verbandsfreie Gemeinde";"49.43";"1374.28";"0.00";"-7.72";"13.29";"32.82";"12818"
"146280300";"Rabenau. Stadt";"verbandsfreie Gemeinde";"46.01";"1741.50";"0.00";"7.58";"17.79";"21.29";"4356"
"146280360";"Sebnitz. Stadt";"verbandsfreie Gemeinde";"49.26";"1510.31";"0.00";"-0.80";"15.69";"42.77";"9992"
"146280380";"Stolpen. Stadt";"verbandsfreie Gemeinde";"44.83";"1239.82";"0.00";"-4.25";"18.62";"33.37";"5648"
"146280410";"Wilsdruff. Stadt";"verbandsfreie Gemeinde";"43.85";"1323.63";"0.00";"1.03";"17.99";"20.56";"13570"
"146285201";"Altenberg";"Gemeindeverband";"47.60";"749.87";"0.00";"-2.31";"17.25";"42.56";"9101"
"146285202";"Bad Gottleuba-Berggießhübel";"Gemeindeverband";"46.99";"833.27";"0.00";"-1.84";"15.45";"29.15";"9220"
"146285204";"Bad Schandau";"Gemeindeverband";"50.23";"1168.43";"0.00";"-6.63";"14.89";"46.33";"6186"
"146285209";"Dohna-Müglitztal";"Gemeindeverband";"45.71";"1337.18";"0.00";"19.10";"17.90";"19.33";"8167"
"146285219";"Königstein/Sächs Schw";"Gemeindeverband";"47.41";"885.58";"0.00";"-5.17";"13.37";"38.36";"8712"
"146285221";"Lohmen/Stadt Wehlen";"Gemeindeverband";"47.59";"1691.67";"0.00";"-12.92";"16.03";"30.78";"4721"
"146285229";"Pirna";"Gemeindeverband";"48.20";"2390.05";"0.00";"6.79";"17.21";"23.73";"39597"
"146285230";"Klingenberg";"Gemeindeverband";"46.18";"1089.27";"0.00";"-1.12";"14.62";"38.20";"8003"
"146285240";"Tharandt";"Gemeindeverband";"46.00";"1385.65";"0.00";"5.91";"20.46";"24.29";"6430"
"147130000";"Leipzig. Stadt";"verbandsfreie Gemeinde";"42.99";"3580.94";"84.94";"20.06";"9.58";"0.00";"531562"
"147290030";"Bennewitz";"verbandsfreie Gemeinde";"47.46";"854.66";"0.00";"-6.07";"16.99";"26.27";"4944"
"147290040";"Böhlen. Stadt";"verbandsfreie Gemeinde";"46.50";"1038.93";"0.00";"-3.63";"15.00";"18.47";"6606"
"147290050";"Borna. Stadt";"verbandsfreie Gemeinde";"48.55";"1501.09";"0.00";"0.73";"16.87";"26.78";"19259"
"147290060";"Borsdorf";"verbandsfreie Gemeinde";"44.83";"1761.72";"0.00";"1.94";"19.72";"17.85";"8252"
"147290070";"Brandis. Stadt";"verbandsfreie Gemeinde";"46.21";"1157.52";"0.00";"4.91";"20.14";"23.86";"9364"
"147290080";"Colditz. Stadt";"verbandsfreie Gemeinde";"48.17";"963.54";"0.00";"-1.69";"15.16";"43.43";"8897"
"147290140";"Frohburg. Stadt";"verbandsfreie Gemeinde";"47.14";"1351.17";"0.00";"-11.12";"14.93";"32.63";"13041"
"147290150";"Geithain. Stadt";"verbandsfreie Gemeinde";"48.80";"1762.22";"0.00";"1.94";"17.71";"32.50";"7221"
"147290160";"Grimma. Stadt";"verbandsfreie Gemeinde";"46.91";"1081.41";"0.00";"-5.11";"18.13";"28.95";"28553"
"147290170";"Groitzsch. Stadt";"verbandsfreie Gemeinde";"48.55";"1123.84";"0.00";"9.20";"18.29";"28.65";"7607"
"147290190";"Großpösna";"verbandsfreie Gemeinde";"46.00";"726.09";"0.00";"-2.83";"20.51";"21.41";"5305"
"147290220";"Kitzscher. Stadt";"verbandsfreie Gemeinde";"48.08";"1477.38";"0.00";"-9.64";"19.00";"27.43";"5084"
"147290245";"Lossatal";"verbandsfreie Gemeinde";"47.35";"737.59";"0.00";"-6.51";"16.39";"43.16";"6143"
"147290250";"Machern";"verbandsfreie Gemeinde";"44.94";"1088.71";"0.00";"-3.64";"19.07";"21.18";"6599"
"147290260";"Markkleeberg. Stadt";"verbandsfreie Gemeinde";"46.35";"2358.09";"0.00";"6.93";"19.04";"12.22";"23940"
"147290270";"Markranstädt. Stadt";"verbandsfreie Gemeinde";"47.47";"1378.02";"0.00";"1.90";"17.01";"21.53";"14772"
"147290320";"Neukieritzsch";"verbandsfreie Gemeinde";"47.88";"741.01";"0.00";"-10.95";"13.81";"27.13";"6940"
"147290360";"Regis-Breitingen. Stadt";"verbandsfreie Gemeinde";"48.80";"1041.02";"0.00";"-7.38";"14.01";"38.36";"3931"
"147290370";"Rötha. Stadt";"verbandsfreie Gemeinde";"45.53";"780.29";"0.00";"7.54";"19.07";"18.02";"5971"
"147290380";"Thallwitz";"verbandsfreie Gemeinde";"45.52";"768.25";"0.00";"-9.10";"17.46";"32.89";"3625"
"147290400";"Trebsen/Mulde. Stadt";"verbandsfreie Gemeinde";"47.11";"939.27";"0.00";"1.78";"13.59";"29.65";"3941"
"147290410";"Wurzen. Stadt";"verbandsfreie Gemeinde";"47.41";"1559.14";"0.00";"-4.10";"15.92";"30.56";"16356"
"147290430";"Zwenkau. Stadt";"verbandsfreie Gemeinde";"47.15";"1284.58";"0.00";"16.23";"18.06";"23.95";"8813"
"147295301";"Bad Lausick";"Gemeindeverband";"47.10";"1063.45";"0.00";"-4.08";"18.73";"34.37";"9552"
"147295307";"Naunhof";"Gemeindeverband";"45.36";"1186.95";"0.00";"4.58";"17.43";"26.32";"15299"
"147295308";"Pegau";"Gemeindeverband";"47.63";"1177.54";"0.00";"-2.11";"15.19";"28.87";"7581"
"147300020";"Bad Düben. Stadt";"verbandsfreie Gemeinde";"47.41";"1227.73";"0.00";"3.00";"18.22";"40.14";"7999"
"147300045";"Belgern-Schildau. Stadt";"verbandsfreie Gemeinde";"47.55";"803.70";"0.00";"-3.90";"17.15";"68.93";"7951"
"147300050";"Cavertitz";"verbandsfreie Gemeinde";"46.86";"596.80";"0.00";"-6.57";"12.81";"60.89";"2282"
"147300060";"Dahlen. Stadt";"verbandsfreie Gemeinde";"48.60";"842.80";"0.00";"-3.88";"15.04";"51.41";"4377"
"147300070";"Delitzsch. Stadt";"verbandsfreie Gemeinde";"46.93";"1488.60";"0.00";"-1.52";"16.09";"27.56";"25005"
"147300080";"Doberschütz";"verbandsfreie Gemeinde";"46.27";"627.58";"0.00";"-2.67";"17.41";"36.20";"4123"
"147300110";"Eilenburg. Stadt";"verbandsfreie Gemeinde";"46.83";"1345.25";"0.00";"5.49";"16.61";"26.98";"15487"
"147300160";"Laußig";"verbandsfreie Gemeinde";"46.93";"595.02";"0.00";"-7.06";"13.10";"41.32";"3826"
"147300170";"Liebschützberg";"verbandsfreie Gemeinde";"46.89";"675.80";"0.00";"-22.14";"13.12";"62.94";"3071"
"147300180";"Löbnitz";"verbandsfreie Gemeinde";"47.27";"476.22";"0.00";"-9.25";"14.86";"39.26";"2055"
"147300190";"Mockrehna";"verbandsfreie Gemeinde";"45.91";"727.52";"0.00";"-7.76";"12.34";"40.77";"5027"
"147300200";"Mügeln. Stadt";"verbandsfreie Gemeinde";"48.08";"1005.96";"0.00";"-9.85";"14.35";"44.72";"6190"
"147300210";"Naundorf";"verbandsfreie Gemeinde";"45.40";"848.38";"0.00";"-8.47";"18.19";"49.64";"2361"
"147300230";"Oschatz. Stadt";"verbandsfreie Gemeinde";"48.18";"1447.87";"0.00";"3.46";"13.85";"55.75";"14733"
"147300250";"Rackwitz";"verbandsfreie Gemeinde";"44.67";"1033.75";"0.00";"-23.39";"18.23";"16.05";"4916"
"147300270";"Schkeuditz. Stadt";"verbandsfreie Gemeinde";"47.39";"786.12";"0.00";"7.84";"14.00";"20.53";"16961"
"147300300";"Taucha. Stadt";"verbandsfreie Gemeinde";"47.00";"1929.15";"0.00";"15.92";"16.32";"14.35";"14448"
"147300330";"Wermsdorf";"verbandsfreie Gemeinde";"46.55";"734.02";"0.00";"-9.38";"14.74";"40.08";"5331"
"147300340";"Wiedemar";"verbandsfreie Gemeinde";"44.32";"449.74";"0.00";"-21.03";"16.94";"19.05";"5184"
"147305302";"Beilrode";"Gemeindeverband";"46.14";"697.85";"0.00";"-12.35";"16.59";"65.92";"6316"
"147305303";"Dommitzsch";"Gemeindeverband";"48.64";"585.22";"0.00";"1.87";"15.66";"58.56";"5355"
"147305306";"Krostitz";"Gemeindeverband";"45.57";"776.03";"0.00";"-5.51";"15.27";"24.56";"6170"
"147305311";"Torgau";"Gemeindeverband";"46.72";"1335.48";"0.00";"-0.27";"19.29";"53.96";"22245"
"147305601";"Eilenburg-West";"Gemeindeverband";"44.88";"698.47";"0.00";"-4.89";"15.95";"27.33";"5933"
"150010000";"Dessau-Roßlau. Stadt";"verbandsfreie Gemeinde";"49.08";"1634.41";"36.27";"-3.83";"14.08";"0.00";"83616"
"150020000";"Halle (Saale). Stadt";"verbandsfreie Gemeinde";"44.44";"3325.95";"101.52";"4.44";"11.27";"0.00";"231565"
"150030000";"Magdeburg. Landeshauptstadt";"verbandsfreie Gemeinde";"44.91";"2585.34";"96.51";"7.40";"11.77";"0.00";"231021"
"150810030";"Arendsee (Altmark). Stadt";"verbandsfreie Gemeinde";"46.18";"382.25";"0.00";"-7.23";"17.22";"80.49";"7056"
"150810135";"Gardelegen. Hansestadt";"verbandsfreie Gemeinde";"45.82";"546.73";"0.00";"-1.21";"16.36";"46.18";"23110"
"150810240";"Kalbe (Milde). Stadt";"verbandsfreie Gemeinde";"46.27";"401.51";"0.00";"-6.40";"14.55";"59.52";"7811"
"150810280";"Klötze. Stadt";"verbandsfreie Gemeinde";"46.57";"561.73";"0.00";"3.87";"17.46";"42.46";"10344"
"150810455";"Salzwedel. Hansestadt";"verbandsfreie Gemeinde";"46.23";"772.64";"0.00";"-0.29";"16.50";"58.20";"24282"
"150815051";"Beetzendorf-Diesdorf";"Gemeindeverband";"45.80";"389.22";"0.00";"-0.07";"15.85";"48.12";"13709"
"150820005";"Aken (Elbe). Stadt";"verbandsfreie Gemeinde";"48.94";"1081.45";"0.00";"-7.86";"15.88";"20.07";"7891"
"150820015";"Bitterfeld-Wolfen. Stadt";"verbandsfreie Gemeinde";"49.01";"1233.15";"0.00";"-4.75";"14.53";"29.96";"41259"
"150820180";"Köthen (Anhalt). Stadt";"verbandsfreie Gemeinde";"46.90";"1435.34";"134.43";"2.08";"15.60";"25.36";"26889"
"150820241";"Muldestausee";"verbandsfreie Gemeinde";"48.00";"863.46";"0.00";"2.86";"15.64";"34.69";"11904"
"150820256";"Osternienburger Land";"verbandsfreie Gemeinde";"46.26";"662.11";"0.00";"-4.88";"14.80";"21.62";"9025"
"150820301";"Raguhn-Jeßnitz. Stadt";"verbandsfreie Gemeinde";"47.52";"927.92";"0.00";"6.76";"18.18";"19.40";"9609"
"150820340";"Sandersdorf";"verbandsfreie Gemeinde";"48.82";"894.70";"0.00";"1.09";"18.79";"17.99";"14637"
"150820377";"Südliches Anhalt. Stadt";"verbandsfreie Gemeinde";"46.90";"780.02";"0.00";"-7.02";"15.42";"31.16";"14098"
"150820430";"Zerbst/Anhalt. Stadt";"verbandsfreie Gemeinde";"47.64";"591.56";"0.00";"-3.09";"17.62";"23.53";"22002"
"150820440";"Zörbig. Stadt";"verbandsfreie Gemeinde";"47.05";"724.83";"0.00";"-0.84";"17.63";"23.03";"9514"
"150830040";"Barleben";"verbandsfreie Gemeinde";"45.34";"1177.22";"0.00";"5.51";"19.42";"11.56";"9075"
"150830270";"Haldensleben. Stadt";"verbandsfreie Gemeinde";"46.91";"943.89";"0.00";"2.40";"16.06";"30.91";"19188"
"150830298";"Hohe Börde";"verbandsfreie Gemeinde";"43.75";"899.61";"0.00";"0.33";"16.67";"17.04";"18056"
"150830390";"Niedere Börde";"verbandsfreie Gemeinde";"45.10";"801.91";"0.00";"-15.36";"18.77";"19.17";"7098"
"150830411";"Oebisfelde-Weferlingen. Stadt";"verbandsfreie Gemeinde";"45.25";"642.12";"0.00";"0.15";"14.85";"18.84";"13642"
"150830415";"Oschersleben (Bode). Stadt";"verbandsfreie Gemeinde";"47.35";"1003.17";"0.00";"-6.31";"15.23";"37.72";"19803"
"150830490";"Sülzetal";"verbandsfreie Gemeinde";"45.87";"697.73";"0.00";"-2.76";"18.06";"16.40";"9054"
"150830531";"Wanzleben-Börde. Stadt";"verbandsfreie Gemeinde";"46.11";"781.85";"0.00";"-2.70";"17.34";"21.43";"14441"
"150830565";"Wolmirstedt. Stadt";"verbandsfreie Gemeinde";"46.53";"1361.21";"0.00";"1.31";"17.26";"17.30";"11477"
"150835051";"Elbe-Heide";"Gemeindeverband";"46.36";"438.49";"0.00";"-1.63";"16.77";"30.53";"13491"
"150835052";"Flechtingen";"Gemeindeverband";"45.94";"469.19";"0.00";"-3.67";"15.08";"36.43";"13611"
"150835053";"Obere Aller";"Gemeindeverband";"45.91";"741.22";"0.00";"6.71";"15.17";"36.26";"15055"
"150835054";"Westliche Börde";"Gemeindeverband";"46.05";"608.59";"0.00";"-15.28";"11.96";"40.94";"8964"
"150840130";"Elsteraue";"verbandsfreie Gemeinde";"48.53";"651.01";"0.00";"-4.07";"16.58";"35.08";"8604"
"150840235";"Hohenmölsen. Stadt";"verbandsfreie Gemeinde";"49.35";"1010.00";"0.00";"-6.94";"17.96";"41.01";"9941"
"150840315";"Lützen. Stadt";"verbandsfreie Gemeinde";"47.04";"693.40";"0.00";"-9.63";"16.48";"26.13";"8720"
"150840355";"Naumburg (Saale). Stadt";"verbandsfreie Gemeinde";"47.82";"1466.19";"0.00";"4.88";"14.45";"34.39";"32804"
"150840490";"Teuchern. Stadt";"verbandsfreie Gemeinde";"47.23";"724.82";"0.00";"-7.80";"15.54";"39.02";"8462"
"150840550";"Weißenfels. Stadt";"verbandsfreie Gemeinde";"47.49";"1467.74";"0.00";"14.38";"15.06";"34.84";"39909"
"150840590";"Zeitz. Stadt";"verbandsfreie Gemeinde";"50.34";"1556.48";"0.00";"1.76";"13.35";"27.65";"29557"
"150845051";"An der Finne";"Gemeindeverband";"47.06";"570.24";"0.00";"-7.45";"15.10";"43.46";"12085"
"150845052";"Droyßiger-Zeitzer Forst";"Gemeindeverband";"47.31";"663.50";"0.00";"-13.42";"16.23";"25.54";"9241"
"150845053";"Unstruttal";"Gemeindeverband";"48.67";"699.65";"0.00";"-4.36";"16.59";"42.54";"16293"
"150845054";"Wethautal";"Gemeindeverband";"46.74";"574.36";"0.00";"-11.24";"15.79";"34.79";"9340"
"150850040";"Ballenstedt. Stadt";"verbandsfreie Gemeinde";"47.85";"942.90";"0.00";"-3.09";"18.07";"59.64";"9372"
"150850055";"Blankenburg (Harz). Stadt";"verbandsfreie Gemeinde";"48.87";"1090.71";"0.00";"4.92";"17.07";"46.25";"20745"
"150850110";"Falkenstein/Harz. Stadt";"verbandsfreie Gemeinde";"48.35";"617.90";"0.00";"-1.97";"18.40";"51.98";"5575"
"150850135";"Halberstadt. Stadt";"verbandsfreie Gemeinde";"47.61";"1601.94";"22.96";"1.24";"16.50";"50.75";"40323"
"150850145";"Harzgerode. Stadt";"verbandsfreie Gemeinde";"50.01";"676.30";"0.00";"-4.46";"14.31";"67.02";"8296"
"150850185";"Huy";"verbandsfreie Gemeinde";"47.61";"648.44";"0.00";"-9.07";"15.84";"57.77";"7500"
"150850190";"Ilsenburg (Harz). Stadt";"verbandsfreie Gemeinde";"46.67";"1291.29";"0.00";"4.14";"18.62";"36.83";"9422"
"150850227";"Nordharz";"verbandsfreie Gemeinde";"44.42";"695.25";"0.00";"-2.89";"16.41";"34.82";"7957"
"150850228";"Oberharz am Brocken. Stadt";"verbandsfreie Gemeinde";"50.05";"627.91";"0.00";"-7.91";"14.63";"53.93";"11129"
"150850230";"Osterwieck. Stadt";"verbandsfreie Gemeinde";"46.02";"671.92";"0.00";"-8.26";"14.74";"34.76";"11380"
"150850235";"Quedlinburg. Welterbestadt";"verbandsfreie Gemeinde";"48.04";"1311.71";"0.00";"-2.91";"17.73";"57.26";"25055"
"150850330";"Thale. Stadt";"verbandsfreie Gemeinde";"49.49";"1194.87";"0.00";"-2.50";"15.75";"56.11";"18017"
"150850370";"Wernigerode. Stadt";"verbandsfreie Gemeinde";"47.39";"1638.18";"123.50";"-0.66";"19.10";"40.88";"33479"
"150855051";"Vorharz";"Gemeindeverband";"46.63";"772.27";"0.00";"-8.68";"16.21";"49.00";"12793"
"150860005";"Biederitz";"verbandsfreie Gemeinde";"45.83";"1061.38";"0.00";"-2.72";"19.26";"14.00";"8451"
"150860015";"Burg. Stadt";"verbandsfreie Gemeinde";"47.21";"1039.80";"0.00";"8.45";"12.20";"25.96";"22828"
"150860035";"Elbe-Parey";"verbandsfreie Gemeinde";"47.72";"680.37";"0.00";"-5.25";"17.40";"44.54";"6861"
"150860040";"Genthin. Stadt";"verbandsfreie Gemeinde";"48.60";"721.54";"0.00";"-8.73";"15.64";"30.71";"14553"
"150860055";"Gommern. Stadt";"verbandsfreie Gemeinde";"47.46";"740.38";"0.00";"-7.44";"19.60";"22.58";"10612"
"150860080";"Jerichow. Stadt";"verbandsfreie Gemeinde";"46.79";"433.37";"0.00";"-3.07";"15.53";"43.49";"7158"
"150860140";"Möckern. Stadt";"verbandsfreie Gemeinde";"46.76";"367.87";"29.77";"5.81";"18.10";"24.96";"13243"
"150860145";"Möser";"verbandsfreie Gemeinde";"45.59";"787.15";"0.00";"-0.37";"19.31";"19.49";"8015"
"150870015";"Allstedt. Stadt";"verbandsfreie Gemeinde";"47.70";"578.95";"0.00";"-4.94";"15.45";"37.33";"8089"
"150870031";"Arnstein. Stadt";"verbandsfreie Gemeinde";"49.00";"669.63";"0.00";"-8.91";"15.41";"49.05";"7067"
"150870130";"Eisleben. Lutherstadt";"verbandsfreie Gemeinde";"47.52";"1076.44";"0.00";"3.29";"16.07";"31.42";"24284"
"150870165";"Gerbstedt. Stadt";"verbandsfreie Gemeinde";"48.64";"661.53";"0.00";"-5.22";"16.93";"42.70";"7657"
"150870220";"Hettstedt. Stadt";"verbandsfreie Gemeinde";"49.47";"1430.10";"0.00";"-0.20";"10.53";"42.92";"14665"
"150870275";"Mansfeld. Stadt";"verbandsfreie Gemeinde";"49.79";"594.08";"0.00";"0.32";"17.52";"40.72";"9327"
"150870370";"Sangerhausen. Stadt";"verbandsfreie Gemeinde";"48.82";"1136.04";"0.00";"-5.39";"13.76";"40.61";"27830"
"150870386";"Seegebiet Mansfelder Land";"verbandsfreie Gemeinde";"48.21";"708.82";"0.00";"0.75";"16.65";"23.17";"9325"
"150870412";"Südharz";"verbandsfreie Gemeinde";"48.49";"544.27";"0.00";"-10.20";"14.07";"47.27";"9807"
"150875051";"Goldene Aue";"Gemeindeverband";"48.20";"650.40";"0.00";"1.52";"14.51";"47.80";"9861"
"150875052";"Mansfelder Grund-Helbra";"Gemeindeverband";"49.63";"934.29";"0.00";"-2.93";"16.02";"37.95";"15334"
"150880020";"Bad Dürrenberg. Solestadt";"Gemeindeverband";"49.93";"1629.16";"0.00";"5.25";"15.14";"31.55";"11800"
"150880025";"Bad Lauchstädt. Goethestadt";"verbandsfreie Gemeinde";"47.09";"815.76";"0.00";"-0.78";"17.85";"17.61";"8966"
"150880065";"Braunsbedra. Stadt";"verbandsfreie Gemeinde";"46.34";"1054.71";"0.00";"-0.70";"16.86";"25.88";"11399"
"150880150";"Kabelsketal";"verbandsfreie Gemeinde";"43.93";"744.87";"0.00";"1.59";"18.73";"13.60";"8781"
"150880195";"Landsberg. Stadt";"verbandsfreie Gemeinde";"45.00";"681.48";"0.00";"-7.10";"17.86";"15.60";"15077"
"150880205";"Leuna. Stadt";"verbandsfreie Gemeinde";"45.59";"631.17";"0.00";"-6.48";"17.74";"24.90";"13880"
"150880216";"Wettin-Löbejün. Stadt";"verbandsfreie Gemeinde";"47.23";"696.90";"0.00";"-0.88";"16.02";"22.29";"10192"
"150880220";"Merseburg. Stadt";"verbandsfreie Gemeinde";"47.08";"1850.11";"132.33";"3.65";"17.35";"20.90";"33432"
"150880235";"Mücheln (Geiseltal). Stadt";"verbandsfreie Gemeinde";"46.70";"932.12";"0.00";"-14.90";"17.15";"32.13";"8994"
"150880295";"Petersberg";"verbandsfreie Gemeinde";"46.66";"767.68";"0.00";"-4.06";"18.48";"20.62";"9850"
"150880305";"Querfurt. Stadt";"verbandsfreie Gemeinde";"47.41";"796.72";"0.00";"-4.99";"15.04";"31.34";"11221"
"150880319";"Salzatal";"verbandsfreie Gemeinde";"47.16";"896.80";"0.00";"-9.38";"16.03";"17.53";"11724"
"150880330";"Schkopau";"verbandsfreie Gemeinde";"45.31";"442.21";"0.00";"-4.48";"18.52";"15.38";"10928"
"150880365";"Teutschenthal";"verbandsfreie Gemeinde";"47.81";"850.46";"0.00";"2.11";"18.59";"16.03";"13272"
"150885051";"Weida-Land";"Gemeindeverband";"47.95";"593.94";"0.00";"-12.85";"14.69";"30.52";"8174"
"150890015";"Aschersleben. Stadt";"verbandsfreie Gemeinde";"48.24";"1237.78";"26.31";"3.21";"15.22";"45.98";"27995"
"150890026";"Barby. Stadt";"verbandsfreie Gemeinde";"48.06";"691.09";"0.00";"-11.33";"15.79";"39.99";"8741"
"150890030";"Bernburg (Saale). Stadt";"verbandsfreie Gemeinde";"47.63";"1448.64";"169.07";"-9.30";"17.21";"37.79";"33879"
"150890042";"Bördeland";"verbandsfreie Gemeinde";"46.26";"793.00";"0.00";"-10.08";"17.83";"24.74";"7740"
"150890055";"Calbe (Saale). Stadt";"verbandsfreie Gemeinde";"49.74";"1003.61";"0.00";"-10.97";"13.63";"34.89";"9116"
"150890175";"Hecklingen. Stadt";"verbandsfreie Gemeinde";"46.52";"725.48";"0.00";"-6.36";"17.55";"46.79";"7229"
"150890195";"Könnern. Stadt";"verbandsfreie Gemeinde";"46.76";"603.76";"0.00";"-3.55";"17.07";"25.93";"8744"
"150890235";"Nienburg (Saale). Stadt";"verbandsfreie Gemeinde";"48.72";"536.46";"0.00";"-5.13";"15.51";"38.20";"6623"
"150890305";"Schönebeck (Elbe). Stadt";"verbandsfreie Gemeinde";"48.42";"1439.43";"0.00";"0.25";"14.98";"26.14";"31582"
"150890307";"Seeland. Stadt";"verbandsfreie Gemeinde";"47.08";"821.21";"0.00";"-3.41";"16.59";"49.50";"8495"
"150890310";"Staßfurt. Stadt";"verbandsfreie Gemeinde";"47.88";"1047.76";"0.00";"-2.22";"15.53";"41.71";"27060"
"150895051";"Egelner Mulde";"Gemeindeverband";"47.19";"789.30";"0.00";"-4.40";"15.51";"30.55";"11138"
"150895052";"Saale-Wipper";"Gemeindeverband";"47.81";"751.04";"0.00";"0.10";"14.18";"37.30";"10373"
"150900070";"Bismark (Altmark). Stadt";"verbandsfreie Gemeinde";"46.01";"415.92";"0.00";"-6.84";"14.98";"68.47";"8626"
"150900225";"Havelberg. Hansestadt";"verbandsfreie Gemeinde";"47.89";"690.85";"0.00";"0.89";"18.43";"77.70";"6729"
"150900415";"Osterburg (Altmark). Hansestadt";"verbandsfreie Gemeinde";"48.18";"600.06";"0.00";"-5.07";"17.98";"77.97";"10253"
"150900535";"Stendal. Hansestadt";"verbandsfreie Gemeinde";"45.34";"1089.05";"80.70";"-0.92";"15.95";"54.10";"40028"
"150900546";"Tangerhütte. Stadt";"verbandsfreie Gemeinde";"47.60";"551.09";"0.00";"-10.71";"17.20";"45.36";"11204"
"150900550";"Tangermünde. Stadt";"verbandsfreie Gemeinde";"46.77";"1094.15";"0.00";"9.50";"18.06";"57.06";"10525"
"150905051";"Arneburg-Goldbeck";"Gemeindeverband";"46.98";"381.25";"0.00";"-3.01";"15.36";"77.34";"9306"
"150905052";"Elbe-Havel-Land";"Gemeindeverband";"48.16";"388.07";"0.00";"-18.84";"13.00";"56.90";"8440"
"150905053";"Seehausen (Altmark)";"Gemeindeverband";"46.98";"393.42";"0.00";"-11.58";"17.04";"85.22";"10360"
"150910010";"Annaburg. Stadt";"verbandsfreie Gemeinde";"48.10";"518.41";"0.00";"-7.89";"18.16";"65.61";"7094"
"150910020";"Bad Schmiedeberg. Stadt";"verbandsfreie Gemeinde";"49.67";"596.94";"0.00";"3.00";"14.46";"50.47";"8655"
