"plz","note","einwohner","qkm","Durchschnittsalter der Bevölkerung","Siedlungsdichte in km²","Studierende je 100 Einwohner 18 bis 25 Jahre","Gesamtwanderungssaldo","Haushalte mit hohem Einkommen","Erreichbarkeit von Oberzentren","Bevölkerung gesamt"
"82444","82444 Schlehdorf",1191,24.617018,44.84,1166.59,0,8.06,25.82,27.08,5214
"82432","82432 Walchensee",505,36.34663,44.84,1166.59,0,8.06,25.82,27.08,5214
"82431","82431 Kochel a. See",3448,43.922921,44.84,1166.59,0,8.06,25.82,27.08,5214
"83677","83677 Reichersbeuern",3661,22.933339,41.53,1592.49,0,11.22,29.59,39.11,4993
"83679","83679 Sachsenkam",1284,15.927378,41.53,1592.49,0,11.22,29.59,39.11,4993
"85250","85250 Altomünster",7345,75.692374,41.92,1194.98,0,11.06,29.88,33.86,7594
"85232","85232 Bergkirchen",7171,60.042049,41.17,876.83,0,7.04,36.19,27.51,7391
"85221","85221 Dachau",43425,34.972661,41.97,3575.76,0,16.02,28.23,23.87,45621
"85253","85253 Erdweg",5497,36.100407,41.16,1561.6,0,9.58,33.47,34.52,5742
"85778","85778 Haimhausen",4919,26.89007,41.55,1914.58,0,19.08,45.33,17.82,5136
"85241","85241 Hebertshausen",5236,27.280536,41.92,1574.79,0,13.94,35.57,25.31,5380
"85757","85757 Karlsfeld",18045,15.537476,42.79,3842.72,0,21.43,34.8,19.39,18949
"85229","85229 Markt Indersdorf",9439,68.338447,42.27,1375.2,0,19.5,30.82,34.51,9693
"85235","85235 Odelzhausen",6225,51.264706,41.16,1118.89,0,19.88,34.99,25.98,4679
"85238","85238 Petershausen",6081,32.803771,40.14,1818.03,0,6.13,33.59,24.15,6204
"85244","85244 Röhrmoos",6070,31.753722,42.19,1858.74,0,8.8,34.19,27.5,6252
"85247","85247 Schwabhausen",6105,30.284029,40.96,2023.12,0,11.58,33.49,34.06,6218
"85259","85259 Sulzemoos",899,1.883226,40.01,1114.06,0,6.38,34.79,29.19,2665
"85254","85254 Sulzemoos",1654,17.141869,40.01,1114.06,0,6.38,34.79,29.19,2665
"86567","86567 Hilgertshausen-Tandern",3141,28.682625,41.32,1197.11,0,19.31,34.27,34.21,3210
"85256","85256 Vierkirchen",4226,19.372761,41.42,1730.42,0,21.12,33.51,27.58,4450
"85258","85258 Weichs",3164,18.851923,42.11,1715.74,0,30.21,38.16,29.87,3310
"85646","85646 Anzing",4706,21.306588,41.95,1574.63,0,13.87,43.54,20.54,3894
"85661","85661 Forstinning",3437,12.329274,41.62,1613.04,0,9.49,44,18.76,3582
"85567","85567 Grafing b. München",13948,51.192337,42.98,2372.93,0,10.69,36.36,31.45,13092
"85570","85570 Markt Schwaben",13988,21.194828,41.2,4228.16,0,11.02,30.1,18.48,12703
"85591","85591 Vaterstetten",9050,6.360121,43.96,2551.28,0,15.35,49.6,21.17,22087
"85598","85598 Baldham",9231,8.277205,43.96,2551.28,0,15.35,49.6,21.17,22087
"85599","85599 Parsdorf/Hergolding",1110,8.89932,43.96,2551.28,0,15.35,49.6,21.17,22087
"85652","85652 Pliening",5087,22.819855,40.26,2103.02,0,7.26,42.08,19.37,5231
"85586","85586 Poing",13182,12.904816,38.25,3308.04,0,20.5,43.4,21.21,14147
"85643","85643 Steinhöring",3893,36.317794,41.03,871,0,12.95,33.94,30.63,3937
"85604","85604 Zorneding",8661,23.865863,43.57,2802.74,0,11.77,52.49,24.19,8921
"83550","83550 Emmering",1451,17.297453,40.91,1252.88,0,9.67,29.43,26.3,7341
"83553","83553 Frauenneuharting",1446,22.675751,40.91,1252.88,0,9.67,29.43,26.3,7341
"85617","85617 Aßling",4266,31.306259,40.91,1252.88,0,9.67,29.43,26.3,7341
"85625","85625 Glonn",6048,50.110573,41.22,1281.52,0,20.61,39.03,31.95,13583
"85667","85667 Oberpframmern",2207,18.525573,41.22,1281.52,0,20.61,39.03,31.95,13583
"85665","85665 Moosach",1449,18.194685,41.22,1281.52,0,20.61,39.03,31.95,13583
"85658","85658 Egmating",2175,19.237028,41.22,1281.52,0,20.61,39.03,31.95,13583
"85664","85664 Hohenlinden",2878,28.94545,0,0,0,NA,NA,26.14,0
"85560","85560 Ebersberg",11091,77.968875,0,0,0,NA,NA,26.14,0
"85614","85614 Kirchseeon",9656,44.689556,0,0,0,NA,NA,25.84,0
"93336","93336 Altmannstein",6795,114.146272,42.88,847.89,0,4.56,26.34,29.98,6792
"92339","92339 Beilngries",8746,99.930477,41.94,941.87,0,12.59,26.48,28.98,8897
"85114","85114 Buxheim",3486,22.492648,40.23,1430.65,0,2.83,35.26,17.12,3533
"85095","85095 Denkendorf",4388,47.775536,40.72,881.42,0,10.31,25.55,15.43,4560
"91795","91795 Dollnstein",2748,40.549173,42.86,918.65,0,4.75,27.33,37.98,2734
"85072","85072 Eichstätt",13166,48.373104,41.34,1818.51,251.57,-1.52,24.6,30.54,13155
"85080","85080 Gaimersheim",11076,28.212933,41.23,2046.51,0,1.5,34.86,14.09,11360
"85098","85098 Großmehring",6365,47.46946,41.35,1175.38,0,-21.32,32.05,10.94,6520
"85120","85120 Hepberg",2462,4.174139,40.82,2276.98,0,52.75,36.98,8.86,2673
"85122","85122 Hitzhofen",2805,33.68583,39.66,1261.3,0,-7.44,30.13,18.61,2824
"85125","85125 Kinding",2531,57.067546,40.95,513.72,0,0.39,27.01,21.32,2565
"85110","85110 Kipfenberg",5530,81.382867,41.38,913.56,0,2.32,28.51,21.36,5607
"85092","85092 Kösching",8956,51.838897,40.71,1526.12,0,5.67,32.02,11.03,9179
"85101","85101 Lenting",4565,8.151237,42.33,1848.66,0,8.38,34.88,8.63,4771
"91804","91804 Mörnsheim",1548,31.022045,42.76,525.61,0,-3.95,16.3,32.02,1519
"85134","85134 Stammham",3674,43.277032,40.12,1113.61,0,19.11,35.09,12.95,3819
"85135","85135 Titting",2679,71.072526,40.77,485.45,0,-10.64,27.98,34.57,2631
"91809","91809 Wellheim",2664,33.725065,43.02,1041.76,0,10.42,25.15,34.38,2687
"85139","85139 Wettstetten",4709,12.427761,41.87,2182.43,0,-0.84,39.83,10.11,4770
"85131","85131 Pollenfeld",2751,45.684939,39.91,795.28,0,5,27.93,34.72,8205
"85132","85132 Schernfeld",3026,51.731155,39.91,795.28,0,5,27.93,34.72,8205
"85137","85137 Walting",2289,39.780806,39.91,795.28,0,5,27.93,34.72,8205
"85117","85117 Eitensheim",2769,15.698225,39.18,1403.34,0,9.6,33.11,16.81,4584
"85113","85113 Böhmfeld",1616,16.273653,39.18,1403.34,0,9.6,33.11,16.81,4584
"85128","85128 Nassenfels",1966,18.493886,40.18,965.45,0,16.85,29.62,25.2,6053
"85111","85111 Adelschlag",2802,51.865902,40.18,965.45,0,16.85,29.62,25.2,6053
"85116","85116 Egweil",1104,9.400154,40.18,965.45,0,16.85,29.62,25.2,6053
"85104","85104 Pförring",3556,43.402693,41.09,877.49,0,7.32,29.33,24.32,6420
"93349","93349 Mindelstetten",1621,22.734952,41.09,877.49,0,7.32,29.33,24.32,6420
"85129","85129 Oberdolling",1188,19.303112,41.09,877.49,0,7.32,29.33,24.32,6420
"85461","85461 Bockhorn",3537,47.244668,40.87,771.4,0,3.83,34.49,9.72,3659
"84405","84405 Dorfen",13925,99.533637,41.75,1436.47,0,6.37,25.91,20.1,14120
"85435","85435 Erding",33535,54.538266,41.1,2455.41,95.58,24.2,28.36,0,35295
"85464","85464 Finsing",4157,23.143476,39.57,1327.38,0,9.27,34.87,17.77,4317
"85659","85659 Forstern",3241,15.409966,39.25,1979.46,0,15.81,35.45,17.97,3415
"85447","85447 Fraunberg",3385,42.5376,40.59,955.95,0,12.4,29.14,13.81,3468
"84424","84424 Isen",5412,43.82273,41.31,1436.45,0,4.86,35.6,22.82,5560
"84435","84435 Lengdorf",2701,33.894881,40.78,956.18,0,-9.59,26.12,16.26,2710
"85452","85452 Moosinning",5403,40.013134,40.59,998.25,0,8.17,36.08,9.16,5507
"84427","84427 Sankt Wolfgang",4288,46.359315,41.39,1122.28,0,13.59,31.17,20.74,4340
"84416","84416 Taufkirchen (Vils)",10510,82.116708,42.58,1343.26,0,15.14,26.82,19.67,9377
"85669","85669 Pastetten",2538,22.086026,40.69,1102.93,0,9.88,39.02,16.85,4049
"85656","85656 Buch a. Buchrain",1421,22.787116,40.69,1102.93,0,9.88,39.02,16.85,4049
"85469","85469 Walpertskirchen",2033,18.458822,40.93,1382.24,0,0.78,35.05,11.38,6431
"85457","85457 Wörth",4363,21.037588,40.93,1382.24,0,0.78,35.05,11.38,6431
"85462","85462 Eitting",2376,35.674066,39.04,505.76,0,18.64,31.26,8.78,8369
"85445","85445 Oberding",5351,55.114353,39.04,505.76,0,18.64,31.26,8.78,8369
"85467","85467 Neuching",2393,19.675092,40.18,1252.23,0,11.41,34.41,13.64,4383
"84432","84432 Hohenpolding",1454,27.447887,41.72,890.77,0,12.58,28.62,21.35,5008
"84439","84439 Steinkirchen",1193,18.085514,41.72,890.77,0,12.58,28.62,21.35,5008
"84434","84434 Kirchberg",957,17.099881,41.72,890.77,0,12.58,28.62,21.35,5008
"85456","85456 Wartenberg",4747,17.746204,40.26,1433.6,0,10.07,32.1,16.69,10230
"85459","85459 Berglern",2556,19.905846,40.26,1433.6,0,10.07,32.1,16.69,10230
"85465","85465 Langenpreising",2608,27.437828,40.26,1433.6,0,10.07,32.1,16.69,10230
"84072","84072 Au in der Hallertau",5588,55.002585,41.44,1138.7,0,12.56,27.56,21.39,5731
"85386","85386 Eching",12786,37.228542,40.73,1845.74,0,10.21,43.9,14.36,13415
"84104","84104 Rudelzhausen",3260,40.856622,40.67,733.85,0,18.29,26.51,25.95,3281
"85777","85777 Fahrenzhausen",4501,37.632158,40.36,1205.9,0,29.01,41.89,18.84,4722
"85354","85354 Freising",24629,55.484264,39.85,2196.88,76.25,10.35,24.28,0,45806
"85356","85356 Freising",19967,46.451999,39.85,2196.88,76.25,10.35,24.28,0,45806
"85399","85399 Hallbergmoos",9209,31.406643,37.24,1261.35,0,23.01,29.9,14.08,10084
"85411","85411 Hohenkammer",2310,25.737945,40.4,1039.34,0,0,36.67,19.23,2375
"85414","85414 Kirchdorf a.d. Amper",2740,32.947454,38.34,1223.23,0,20.67,33.3,13.13,2903
"85402","85402 Kranzberg",3969,39.541687,41.28,1056.7,0,6.78,34.94,12.84,4131
"85416","85416 Langenbach",3870,26.918807,40.49,1422.34,0,4.37,33.86,11.26,3891
"85417","85417 Marzling",2956,20.473766,40.52,1417.98,0,21.65,30.08,5.77,3094
"85368","85368 Moosburg a.d. Isar",19096,75.05759,42.21,2266.96,0,20.1,28.3,16.37,17363
"85405","85405 Nandlstadt",4912,34.346255,41.43,1577.95,0,9.15,24.04,19.54,5029
"85375","85375 Neufahrn b. Freising",16355,24.416176,40.39,2446.96,0,3.62,37.94,13.55,19040
"85376","85376 Neufahrn b. Freising",2051,21.09953,40.39,2446.96,0,3.62,37.94,13.55,19040
"85391","85391 Allershausen",5094,26.51244,39.66,1426.59,0,21.81,32.56,15.39,7016
"85307","85307 Paunzhausen",1718,16.020981,39.66,1426.59,0,21.81,32.56,15.39,7016
"85408","85408 Gammelsdorf",1382,21.635577,40.38,1015.86,0,10.02,26.46,21.24,8686
"85419","85419 Mauern",2787,24.187432,40.38,1015.86,0,10.02,26.46,21.24,8686
"85413","85413 Hörgertshausen",1844,21.42856,40.38,1015.86,0,10.02,26.46,21.24,8686
"85406","85406 Zolling",4456,34.516205,40.28,1264.47,0,19.05,28.29,11.38,12443
"85410","85410 Haag a.d. Amper",2777,21.714988,40.28,1264.47,0,19.05,28.29,11.38,12443
"85395","85395 Attenkirchen",4936,42.17869,40.28,1264.47,0,19.05,28.29,11.38,12443
"82239","82239 Alling",3530,21.035375,41.82,1631.91,0,13.77,39.73,24.5,3632
"82281","82281 Egenhofen",3212,33.439474,41.68,1102.6,0,17.92,24.4,29.5,3293
"82223","82223 Eichenau",11510,6.925336,45.05,4013.8,0,8.87,41.09,23.64,11729
"82275","82275 Emmering",6148,10.909095,42.36,2457.51,0,26.3,33.32,29.05,6540
"82256","82256 Fürstenfeldbruck",33366,35.845215,42.95,3328.2,24.82,14.32,27.33,29.54,34648
"82110","82110 Germering",37700,21.596106,44.45,5107.02,0,6.26,41.39,18.99,38478
"82194","82194 Gröbenzell",18994,6.390766,45.11,4044.99,0,14.47,45.3,32.15,19551
"82216","82216 Maisach",12716,50.153148,42.21,1404.97,0,25.98,28.02,31.58,13164
"82272","82272 Moorenweis",3841,45.355552,41.18,1080.32,0,3.86,32.24,38.17,3886
"82140","82140 Olching",24797,28.852833,42.44,3079.39,0,22.26,34.24,28.05,26149
"82178","82178 Puchheim",19707,13.230743,43.63,4303.03,0,14.37,42.48,21.54,20524
"82299","82299 Türkenfeld",3579,15.928797,41.97,1791.94,0,2.98,28.42,36.14,3687
"82291","82291 Mammendorf",4570,21.195421,41.62,1388.79,0,13.67,29.99,34.8,15806
"82276","82276 Adelshofen",1571,13.291206,41.62,1388.79,0,13.67,29.99,34.8,15806
"82290","82290 Landsberied",1431,10.476149,41.62,1388.79,0,13.67,29.99,34.8,15806
"82287","82287 Jesenwang",1490,15.311004,41.62,1388.79,0,13.67,29.99,34.8,15806
"82285","82285 Hattenhofen",1381,7.175174,41.62,1388.79,0,13.67,29.99,34.8,15806
"82278","82278 Althegnenberg",1796,16.070731,41.62,1388.79,0,13.67,29.99,34.8,15806
"82293","82293 Mittelstetten",1651,18.621319,41.62,1388.79,0,13.67,29.99,34.8,15806
"82294","82294 Oberschweinbach",1586,7.268264,41.62,1388.79,0,13.67,29.99,34.8,15806
"82284","82284 Grafrath",3624,14.399331,43.34,1665.06,0,7.93,34.8,33.36,7185
"82288","82288 Kottgeisering",1587,8.263293,43.34,1665.06,0,7.93,34.8,33.36,7185
"82296","82296 Schöngeising",1844,12.930839,43.34,1665.06,0,7.93,34.8,33.36,7185
"82433","82433 Bad Kohlgrub",2359,32.632258,42.87,1428.35,0,56.73,18.95,29.23,2556
"82490","82490 Farchant",3692,25.735596,43.96,2273.75,0,5.2,21.59,3.79,3655
"82467","82467 Garmisch-Partenkirchen",25560,282.586717,47.41,2518.46,0,12.68,25.28,0,26102
"82475","82475 Garmisch-Partenkirchen (Schneefernerhaus)",0,6.474832,47.41,2518.46,0,12.68,25.28,0,26102
"82491","82491 Grainau",3436,49.267008,45.77,1416.6,0,14.71,22.25,7.2,3466
"82493","82493 Krün",372,16.212247,45.41,1062.22,0,17.62,23.35,15.48,1930
"82494","82494 Krün",1510,20.105494,45.41,1062.22,0,17.62,23.35,15.48,1930
"82481","82481 Mittenwald",7349,132.797657,46.8,1583.33,0,9.71,21.59,21.13,7315
"82418","82418 Murnau a. Staffelsee",15219,78.544147,44.96,2050.51,0,11.84,26.61,19.55,11652
"82487","82487 Oberammergau",5156,30.019423,45.27,2051.14,0,7.82,20.28,17.43,5114
"82496","82496 Oberau",3041,17.874848,45.77,1825.14,0,5.22,22.34,7.37,3066
"82449","82449 Uffing a. Staffelsee",2937,42.603288,43.26,1191.94,0,-2.36,26.61,17,2965
"82499","82499 Wallgau",1384,33.915648,43.59,996.64,0,12.68,21.28,18.28,1420
"82435","82435 Bayersoien",1116,17.647857,43.93,1130.31,0,5.87,18.89,28.3,2726
"82442","82442 Saulgrub",1613,35.52113,43.93,1130.31,0,5.87,18.89,28.3,2726
"82497","82497 Unterammergau",1495,30.038551,42.39,1038.46,0,4.72,20.38,18.97,2331
"82488","82488 Ettal",745,14.850044,42.39,1038.46,0,4.72,20.38,18.97,2331
"82445","82445 Schwaigen",602,23.529476,43.48,957.86,0,10.25,22.52,16.9,6827
"82439","82439 Großweil",1448,22.844129,43.48,957.86,0,10.25,22.52,16.9,6827
"82438","82438 Eschenlohe",1528,55.050877,43.48,957.86,0,10.25,22.52,16.9,6827
"82441","82441 Ohlstadt",3170,41.139346,43.48,957.86,0,10.25,22.52,16.9,6827
"82447","82447 Spatzenhausen",417,3.473107,43.92,1210.86,0,3.47,25.29,19.26,4318
"86920","86920 Denklingen",2531,56.584565,41.71,776.04,0,3.54,27.94,24.83,2544
"86911","86911 Dießen a. Ammersee",10150,93.217658,46.32,1382.21,0,1.48,28.99,15.82,10141
"86492","86492 Egling a.d. Paar",2176,20.826109,40.55,997.38,0,5.42,20.14,30.86,2216
"82269","82269 Geltendorf",5442,34.800445,42.24,1363.92,0,-0.37,30.17,39.15,5435
"86916","86916 Kaufering",10006,17.644453,43.29,2600.25,0,8.73,29.16,32.21,10200
"86899","86899 Landsberg a. Lech",27351,57.874915,42.18,2038.47,0,7.52,26.89,30.73,28069
"86929","86929 Penzing",3610,33.826316,42.05,640.81,0,4.43,29.68,33.06,3613
"86919","86919 Utting a. Ammersee",4354,24.639109,43.86,1411.84,0,8.41,36.17,26.81,4401
"86947","86947 Weil",3730,44.43201,39.76,997.11,0,3.99,26.41,35.79,3755
"86944","86944 Unterdießen",1345,12.743727,41.72,994.49,0,7.64,24.52,24.64,4974
"86925","86925 Fuchstal",3547,39.79306,41.72,994.49,0,7.64,24.52,24.64,4974
"86857","86857 Hurlach",1641,17.164837,39.76,903.85,0,-0.18,25.96,31.34,5670
"86859","86859 Igling",2447,26.342133,39.76,903.85,0,-0.18,25.96,31.34,5670
"86931","86931 Prittriching",2400,25.371759,40.63,1157.59,0,5.5,29.3,31.49,4360
"86937","86937 Scheuring",1879,21.218721,40.63,1157.59,0,5.5,29.3,31.49,4360
"86932","86932 Pürgen",3334,22.003045,41.67,1239.57,0,5.1,28.63,32.13,6075
"86928","86928 Hofstetten",1769,16.942129,41.67,1239.57,0,5.1,28.63,32.13,6075
"86940","86940 Schwifting",895,11.48335,41.67,1239.57,0,5.1,28.63,32.13,6075
"86946","86946 Vilgertshofen",2498,27.097066,41.87,1041.33,0,9.12,22.53,21.98,8665
"86974","86974 Apfeldorf",1072,12.289144,41.87,1041.33,0,9.12,22.53,21.98,8665
"86935","86935 Rott",1484,19.680825,41.87,1041.33,0,9.12,22.53,21.98,8665
"86934","86934 Reichling",1590,23.353084,41.87,1041.33,0,9.12,22.53,21.98,8665
"86943","86943 Thaining",912,8.662904,41.87,1041.33,0,9.12,22.53,21.98,8665
"86981","86981 Kinsau",1025,11.44768,41.87,1041.33,0,9.12,22.53,21.98,8665
"86926","86926 Greifenberg",2464,11.060407,43.45,1719.78,0,10.37,46.82,32.08,7616
"86938","86938 Schondorf a. Ammersee",3756,10.97269,43.45,1719.78,0,10.37,46.82,32.08,7616
"82279","82279 Eching a. Ammersee",1648,7.612542,43.45,1719.78,0,10.37,46.82,32.08,7616
"86941","86941 Eresing",133,2.940773,41.64,1174.21,0,10.15,33.02,32.59,7192
"86923","86923 Finning",1645,23.397804,41.64,1174.21,0,10.15,33.02,32.59,7192
"86922","86922 Eresing",1273,8.496731,41.64,1174.21,0,10.15,33.02,32.59,7192
"86949","86949 Windach",3700,24.800293,41.64,1174.21,0,10.15,33.02,32.59,7192
"83707","83707 Bad Wiessee",4502,32.861059,48.43,1508.95,0,18.18,25.6,38.33,4731
"83735","83735 Bayrischzell",1475,79.462198,45.29,813.64,0,37.69,20,36.64,1592
"83730","83730 Fischbachau",5525,75.858832,43.42,1354.76,0,9.07,21.94,26.91,5626
"83703","83703 Gmund a. Tegernsee",5761,34.453087,45.1,1478.73,0,10.7,31.61,33.34,5890
"83734","83734 Hausham",8027,22.300643,44.1,2671.7,0,11.8,18.65,29.01,8135
"83607","83607 Holzkirchen",15386,48.314878,41.38,2440.44,0,12.97,39.33,28.48,15804
"83737","83737 Irschenberg",3027,53.990925,39.03,890.81,0,16.29,24.75,16.93,3192
"83708","83708 Kreuth",2054,120.941935,45.78,1206.38,0,16.7,21.41,45.62,3474
"83714","83714 Miesbach",11022,32.44999,43.67,2459.91,0,16.34,24.03,23.06,11136
"83624","83624 Otterfing",4420,21.135996,41.53,1964.08,0,13.9,40.07,29.91,4605
"83700","83700 Rottach-Egern",6922,60.441316,51.25,1590.74,0,17.12,50.96,41.78,5607
"83727","83727 Schliersee",6675,79.121497,47.74,1459.75,0,26.09,33.4,31.36,6784
"83684","83684 Tegernsee",3658,22.656563,49.39,1809.8,0,29.4,36,39.12,3639
"83626","83626 Valley",2946,42.236406,40.79,614.5,0,28.08,29.34,25.88,3098
"83666","83666 Waakirchen",5496,42.399254,43.04,1457.58,0,8.26,28.84,35.23,5571
"83627","83627 Warngau",3663,51.317251,39.98,1058.68,0,10.53,31.24,30.91,3799
"83629","83629 Weyarn",3276,46.621695,41.09,909.62,0,9.21,33.33,22.58,3366
"84539","84539 Ampfing",7207,48.221163,43.38,1362,0,13.14,27.92,7.15,6165
"84544","84544 Aschau a. Inn",3087,20.781958,41.42,1018.46,0,15.65,35.34,4.4,3131
"84428","84428 Buchbach",3046,28.773944,43.7,1167.16,0,7.87,26.2,19.68,3051
"84562","84562 Mettenheim",3420,27.142277,39.9,1153.62,0,-3.85,25.03,7.25,3376
"84453","84453 Mühldorf a. Inn",16849,29.505695,43.52,2123.11,0,17.68,21.02,0,17928
"84419","84419 Schwindegg",5781,52.408167,40.94,937.17,0,15.61,22.49,13.07,2434
"84478","84478 Waldkraiburg",21345,21.607969,44.45,3204.73,0,21.35,18.99,0,22525
"84431","84431 Heldenstein",3390,39.77165,42.35,918.85,0,7.61,30.38,10.34,3416
"83546","83546 Gars am Inn",438,9.420509,41.87,935.94,0,6.58,22.31,13.68,5467
"83559","83559 Gars a. Inn",420,7.390314,41.87,935.94,0,6.58,22.31,13.68,5467
"83536","83536 Gars a. Inn",2047,22.150657,41.87,935.94,0,6.58,22.31,13.68,5467
"83567","83567 Unterreit",1699,32.332025,41.87,935.94,0,6.58,22.31,13.68,5467
"83555","83555 Gars a. Inn",834,4.690452,41.87,935.94,0,6.58,22.31,13.68,5467
"83527","83527 Haag i. OB",7636,41.465778,40.46,711.99,0,4.02,31.95,15.46,2983
"84437","84437 Reichertsheim",1644,31.351296,40.46,711.99,0,4.02,31.95,15.46,2983
"84559","84559 Kraiburg a. Inn",3904,27.629765,42.58,1027.24,0,16.02,25.78,6.82,6055
"84555","84555 Jettenbach",705,9.14764,42.58,1027.24,0,16.02,25.78,6.82,6055
"84574","84574 Taufkirchen",1390,25.304673,42.58,1027.24,0,16.02,25.78,6.82,6055
"84494","84494 Neumarkt-Sankt Veit",9278,127.38957,43.27,1035.2,0,6.34,26.04,19.28,7260
"84546","84546 Egglkofen",1230,14.021631,43.27,1035.2,0,6.34,26.04,19.28,7260
"84564","84564 Oberbergkirchen",1642,27.545303,41.41,814.57,0,-4.58,24.78,14.3,4368
"84573","84573 Schönberg",953,25.403972,41.41,814.57,0,-4.58,24.78,14.3,4368
"84565","84565 Oberneukirchen",862,19.62655,42.32,823.91,0,2.9,27.91,8.25,4145
"84570","84570 Polling",3291,43.876632,42.32,823.91,0,2.9,27.91,8.25,4145
"84513","84513 Töging a. Inn",9996,27.29306,43,668.45,0,13.11,24.41,10.31,3432
"83558","83558 Maitenbeth",1907,30.980017,41.11,925.85,0,8.69,31.04,26.94,3796
"83562","83562 Rechtmehring",1807,24.430372,41.11,925.85,0,8.69,31.04,26.94,3796
"85609","85609 Aschheim",7574,28.013592,40.06,1449.35,0,32.59,38.73,16.98,8192
"82065","82065 Baierbrunn",2811,7.173146,41.44,2177.33,0,42.59,43.2,22.14,3123
"85649","85649 Brunnthal",4739,37.998085,41.31,1079.12,0,22.34,40.25,23.21,5059
"85622","85622 Feldkirchen",6899,11.76713,38.51,2828.52,0,-0.14,38.6,14.36,7003
"85748","85748 Garching b. München",15690,28.079386,40.25,1983.64,0,9,26.25,16.74,16437
"82166","82166 Gräfelfing",12708,9.563596,44.23,2512,0,7.67,53.98,14.95,13170
"85630","85630 Grasbrunn",6384,26.357142,41.01,1863.89,0,14.64,41.58,20.92,6557
"82031","82031 Grünwald",10663,7.679259,45.1,2126.58,0,20.3,74.09,20.19,11086
"85540","85540 Haar",19238,12.885463,42.94,4064.52,0,11.17,27.01,18.31,19879
"85635","85635 Höhenkirchen-Siegertsbrunn",9850,23.72159,40.74,3349.84,0,10.9,34.15,22.56,10368
"85662","85662 Hohenbrunn",2957,14.80016,42.37,2214.25,0,15.86,36.65,20.08,8703
"85521","85521 Ottobrunn/Riemerling",25320,9.134891,42.37,2214.25,0,15.86,36.65,20.08,8703
"85737","85737 Ismaning",15504,40.242507,42.65,2382.1,19.41,16.35,32.15,18.04,16084
"85551","85551 Kirchheim b. München",12384,15.600671,43.36,2980.92,0,12.11,45.77,18.85,12804
"82041","82041 Oberhaching",12364,32.256314,43.11,2311.68,0,9.78,45.57,17.68,12775
"85764","85764 Oberschleißheim",10757,32.71366,42.87,1653.91,0,16.91,30.02,18.99,11353
"85653","85653 Aying",4637,56.547782,40.77,1320.36,0,12.8,25.76,27.96,4843
"82049","82049 Pullach i. Isartal",8701,7.34808,44.47,2317.22,0,14.72,55.64,18.82,8898
"85640","85640 Putzbrunn",6143,11.123155,42.73,2937.78,0,18.87,42.81,21.9,6464
"82054","82054 Sauerlach",7135,56.924833,42.07,1629.29,0,9.18,41.94,22.88,7406
"82067","82067 Schäftlarn",2097,5.054567,43.8,2062.95,0,19.49,36.57,21.79,5541
"82069","82069 Schäftlarn",3156,11.646201,43.8,2062.95,0,19.49,36.57,21.79,5541
"82024","82024 Taufkirchen",17501,21.970121,44.66,3434.73,0,6.54,39.2,17.33,17724
"85579","85579 Neubiberg",13480,6.121332,39.78,3294.55,0,5.49,37.91,18.28,13480
"85774","85774 Unterföhring",9827,12.846583,39.34,2361.34,0,13.2,30.72,15.43,10759
"82008","82008 Unterhaching",22088,9.938815,44.72,4963.97,0,16.88,42.47,17,23217
"85716","85716 Unterschleißheim",25871,15.046374,42.33,3870.93,0,6.14,29.5,18.4,26363
"82061","82061 Neuried",8336,45.567678,0,0,0,NA,NA,20.96,0
"82064","82064 Straßlach-Dingharting",3213,61.920184,0,0,0,NA,NA,19.94,0
"86561","86561 Aresing",2689,29.948064,41.43,860.57,0,-4.75,34.35,36.45,2734
"86666","86666 Burgheim",4513,49.745134,42.94,813.64,0,-3.33,25.99,21.95,4500
"86676","86676 Ehekirchen",3657,62.721092,40.62,707.82,0,7.59,26.74,32.15,3691
"86668","86668 Karlshuld",5146,29.169686,41.73,1467.36,0,6.99,25.56,24.39,5296
"85123","85123 Karlskron",4728,38.510838,40.87,1110.63,0,4.99,29.94,17.31,4805
"86633","86633 Neuburg an der Donau",27766,81.265441,42.66,1631.94,0,16.28,22.01,27.3,28748
"86697","86697 Oberhausen",2607,31.970712,40.39,886.93,0,13.03,19.24,27.92,2686
"86643","86643 Rennertshofen",4779,93.079563,42.87,695.86,0,3.77,24.07,28.2,4776
"86529","86529 Schrobenhausen",15926,75.154947,43.69,1419.61,0,12.12,23.02,35.58,16172
"86669","86669 Königsmoos",4406,40.841828,39.99,1011.16,0,-2.87,25.97,29.89,4530
"86706","86706 Weichering",2286,24.519814,41.33,689.08,0,25.97,32.87,21.79,2387
"86673","86673 Bergheim",1871,28.884447,41.12,863.13,0,7.06,27.81,25.46,3401
"86701","86701 Rohrenfels",1502,17.493582,41.12,863.13,0,7.06,27.81,25.46,3401
"86571","86571 Langenmosen",1488,23.837902,40.83,762.32,0,5.13,29.62,32.08,8974
"86579","86579 Waidhofen",2208,27.310298,40.83,762.32,0,5.13,29.62,32.08,8974
"86562","86562 Berg im Gau",1229,22.552061,40.83,762.32,0,5.13,29.62,32.08,8974
"86564","86564 Brunnen",1603,32.16782,40.83,762.32,0,5.13,29.62,32.08,8974
"86565","86565 Gachenbach",2360,30.198841,40.83,762.32,0,5.13,29.62,32.08,8974
"85107","85107 Baar-Ebenhausen",4990,14.790934,42.99,1545.06,0,5.92,31.41,14.33,5070
